#ID	x0	y0		x1	y1
255	-523 87 		-610 137 
256	-610 137 		-660 50 
257	-660 50 		-573 0 
258	-573 0 		-660 -50 
259	-660 -50 		-610 -137 
260	-610 -137 		-523 -87 
261	-523 -87 		-523 -187 
262	-523 -187 		-610 -137 
263	-610 -137 		-660 -223 
264	-660 -223 		-573 -273 
265	-573 -273 		-660 -323 
266	-660 -323 		-610 -410 
267	-610 -410 		-523 -360 
268	-523 -360 		-523 -460 
269	-523 -460 		-423 -460 
270	-423 -460 		-423 -360 
271	-423 -360 		-337 -410 
272	-337 -410 		-423 -460 
273	-423 -460 		-373 -546 
274	-373 -546 		-287 -496 
275	-287 -496 		-287 -596 
276	-287 -596 		-187 -596 
277	-187 -596 		-187 -496 
278	-187 -496 		-100 -546 
279	-100 -546 		-187 -596 
280	-187 -596 		-137 -683 
281	-137 -683 		-50 -633 
282	-50 -633 		-50 -733 
283	-50 -733 		50 -733 
284	50 -733 		50 -633 
285	50 -633 		137 -683 
286	137 -683 		187 -596 
287	187 -596 		100 -546 
288	287 -596 		373 -546 
289	523 -460 		610 -410 
290	660 -323 		660 -223 
291	660 -50 		660 50 
292	660 223 		660 323 
293	610 410 		523 460 
294	373 546 		287 596 
295	137 683 		50 733 
296	-50 733 		-137 683 
297	-287 596 		-373 546 
298	-523 460 		-610 410 
299	-660 323 		-660 223 
300	-660 50 		-660 -50 
301	-660 -223 		-660 -323 
302	-610 -410 		-523 -460 
303	-373 -546 		-287 -596 
304	-137 -683 		-50 -733 
305	50 -733 		137 -683 
